p,M,n,old_D_sq,delta_sq,dilution_raw,C_A,C_W,W
2819,-21,2414443,1374549642.671139,399920.711862,3210464.149209,0.124568,0.664458,0.00023579
2821,-22,2417997,1386245135.858557,401337.393622,3235314.891492,0.124049,0.668617,0.00023710
2829,-22,2431693,1392256856.170289,403887.638884,3240204.978883,0.124649,0.665857,0.00023545
2833,-23,2438173,1397997341.262053,404889.907766,3249505.088196,0.124600,0.665994,0.00023517
2837,-25,2445013,1418138180.725415,404832.413991,3291739.038421,0.122984,0.672764,0.00023722
2843,-23,2455533,1420540294.948834,407155.234467,3290130.333295,0.123750,0.669555,0.00023559
2847,-22,2463005,1425040200.694797,408331.670587,3295167.950870,0.123918,0.668546,0.00023491
2849,-23,2466141,1430560767.321627,408360.990851,3306047.474759,0.123519,0.669901,0.00023522
2851,-24,2469021,1435769912.218894,410073.334561,3316542.000214,0.123645,0.671244,0.00023552
2857,-23,2479561,1440916738.130690,412937.330008,3321255.831863,0.124332,0.669341,0.00023436
2861,-22,2486709,1448171571.622086,412960.022930,3333041.743155,0.123899,0.669786,0.00023419
2865,-22,2494377,1458471405.660456,413799.053592,3351105.402752,0.123481,0.671347,0.00023441
2877,-20,2514901,1456451811.176034,417089.666796,3333054.068785,0.125137,0.662282,0.00023028
2879,-20,2517971,1457449053.791142,415795.993807,3333585.272798,0.124729,0.661581,0.00022988
2887,-19,2531941,1464254824.816525,419470.582539,3339926.016016,0.125593,0.659183,0.00022841
2895,-18,2546653,1472979271.422634,421779.314838,3349670.427668,0.125917,0.657288,0.00022712
2897,-19,2549629,1478757239.748564,422189.235245,3361205.177373,0.125607,0.658782,0.00022748
2903,-17,2560483,1483618669.347213,423846.682754,3364912.979439,0.125961,0.656713,0.00022630
2905,-18,2564265,1494514190.436708,426113.707811,3386956.299552,0.125810,0.660041,0.00022729
2909,-18,2570865,1499102544.261676,426208.876678,3393298.156103,0.125603,0.659580,0.00022682
2915,-17,2581813,1506012394.871456,427435.239744,3401483.144993,0.125661,0.658368,0.00022593
2917,-18,2584865,1510972218.574925,430301.197667,3410994.541374,0.126151,0.659429,0.00022614
2919,-18,2589239,1521496706.549282,428764.079601,3431300.945230,0.124957,0.662235,0.00022695
2927,-17,2602463,1523037904.508941,432075.350200,3426687.812582,0.126091,0.657985,0.00022488
2937,-15,2621021,1529099462.082957,434847.448360,3427634.113416,0.126865,0.653508,0.00022258
2939,-17,2624125,1536201174.783882,434049.480580,3441822.059094,0.126110,0.655437,0.00022309
2945,-16,2635309,1545967782.735150,437261.463766,3456043.583839,0.126521,0.655353,0.00022261
2953,-15,2649085,1548398479.451398,440306.641024,3452829.245065,0.127521,0.651339,0.00022064
2955,-17,2653297,1561962192.767523,440144.109903,3479900.511839,0.126482,0.655404,0.00022187
2957,-18,2656341,1568034897.854923,440634.601714,3491788.256565,0.126192,0.656890,0.00022222
2963,-16,2667161,1573694485.593750,441846.087683,3497255.206273,0.126341,0.655250,0.00022122
2967,-15,2674837,1581464037.231285,443271.847196,3509165.559507,0.126318,0.655595,0.00022104
2969,-16,2677933,1585398663.703487,443344.528211,3516197.610238,0.126086,0.656150,0.00022107
2971,-17,2681621,1597205627.718151,446834.360081,3539894.437906,0.126228,0.659664,0.00022211
2985,-11,2707645,1600235762.673434,449950.787121,3529070.282368,0.127498,0.651327,0.00021827
2999,-6,2732391,1609158413.726465,451924.602759,3533098.688937,0.127912,0.646167,0.00021553
3001,-7,2736189,1617818252.153993,455134.574150,3549546.802466,0.128223,0.648274,0.00021609
3009,-6,2751281,1626629646.792928,456090.701594,3558761.685331,0.128160,0.646393,0.00021489
3011,-6,2754145,1626680534.463306,457540.811326,3557535.272803,0.128612,0.645498,0.00021445
3019,-7,2768887,1638183504.921211,458962.993616,3573083.510409,0.128450,0.644869,0.00021367
3021,-8,2773105,1647687053.701990,460414.421529,3590721.896095,0.128223,0.647067,0.00021426
3023,-8,2776487,1652210361.088612,458989.621898,3598573.993037,0.127548,0.647692,0.00021433
3037,-6,2801957,1662745665.168211,465138.090838,3605216.437703,0.129018,0.642991,0.00021179
3041,-6,2809429,1674532894.289890,466766.292356,3625885.674024,0.128732,0.644958,0.00021216
3049,-3,2824407,1689288153.367995,468934.518655,3648007.226905,0.128545,0.645452,0.00021176
3055,-4,2835923,1702980012.126143,470120.473638,3669846.732178,0.128104,0.646680,0.00021175
3059,-5,2843067,1706926277.708416,469802.244257,3673911.133706,0.127875,0.645770,0.00021117
3061,-6,2846211,1706740911.222944,473832.828563,3671853.314431,0.129045,0.644696,0.00021068
3067,-3,2857681,1721658158.562844,474645.348826,3696308.731263,0.128411,0.646385,0.00021082
3079,-3,2880211,1740176078.743934,477460.332200,3721341.258109,0.128303,0.645674,0.00020977
3081,-4,2884249,1748786618.170788,480037.845910,3736944.137211,0.128457,0.647474,0.00021022
3083,-6,2887573,1750941366.799913,479459.640074,3739667.304856,0.128209,0.647200,0.00020999
3089,-5,2898985,1763311778.985685,481146.638493,3758561.592062,0.128014,0.647910,0.00020982
3617,-3,3975079,2825526953.983455,660210.735631,5142917.939377,0.128373,0.646601,0.00017882
3619,-4,3979883,2836849138.440950,660390.113474,5160144.362505,0.127979,0.647984,0.00017910
3621,-5,3984083,2841368068.196075,661978.613257,5165768.536680,0.128147,0.648006,0.00017901
3623,-5,3988133,2846992731.335965,662935.479460,5173593.877544,0.128138,0.648329,0.00017900
3631,-5,4005539,2863274946.555308,665935.567506,5192009.200416,0.128262,0.647810,0.00017846
3633,-6,4010977,2875589573.005514,665634.498186,5210137.077667,0.127758,0.649191,0.00017874
3637,-7,4018861,2877869938.708558,667425.544852,5209768.954849,0.128110,0.647872,0.00017818
3643,-8,4032281,2893959828.656986,669243.712619,5230072.769065,0.127961,0.648233,0.00017799
3655,-4,4059181,2918242549.484616,675305.421821,5256261.157215,0.128476,0.647162,0.00017711
3657,-5,4063693,2921645635.498611,674113.625098,5259423.581009,0.128173,0.646833,0.00017692
3659,-7,4067721,2924306165.641287,674971.693169,5261876.012073,0.128276,0.646494,0.00017673
3671,-3,4094241,2948325571.463140,678124.241468,5288015.252511,0.128238,0.645498,0.00017588
3673,-4,4099063,2960439647.004964,681877.626832,5306385.124820,0.128501,0.646978,0.00017619
3677,-6,4107911,2976102493.423219,681807.939614,5328765.745607,0.127949,0.648308,0.00017636
3685,-7,4126375,2995044913.072301,684662.814832,5350299.421081,0.127967,0.648016,0.00017590
3689,-8,4135039,3003170582.063504,685583.579169,5359384.642661,0.127922,0.647756,0.00017564
3691,-9,4138879,3005275222.428038,688580.066949,5361069.484628,0.128441,0.647359,0.00017544
3697,-7,4152467,3022659952.600036,691575.655415,5383172.472424,0.128470,0.647901,0.00017530
3701,-8,4161857,3038941749.262712,691881.041564,5405799.677997,0.127989,0.649157,0.00017545
3709,-9,4179713,3067771200.616047,694087.478689,5445513.299388,0.127460,0.651133,0.00017560
3719,-7,4202229,3092228626.490126,696613.700431,5474233.833354,0.127253,0.651061,0.00017511
3723,-7,4212427,3117076177.107576,697973.075990,5510781.812612,0.126656,0.653821,0.00017566
3727,-8,4220391,3119039832.744283,701997.740218,5509760.822848,0.127410,0.652467,0.00017511
3729,-9,4225973,3134119975.599300,702089.824085,5532052.793086,0.126913,0.654241,0.00017549
3731,-11,4229701,3140948910.282656,701477.076770,5542190.925851,0.126570,0.654863,0.00017557
3733,-12,4233821,3143257563.110851,702636.099859,5543837.279398,0.126742,0.654420,0.00017535
3739,-10,4247907,3160241631.438842,704384.789166,5564237.028269,0.126591,0.654651,0.00017513
3741,-11,4252925,3173968192.067761,707311.338873,5584796.594416,0.126649,0.656294,0.00017548
3745,-10,4261827,3177756179.314115,709991.266662,5585747.661586,0.127108,0.655035,0.00017496
3759,-5,4293809,3196805921.175966,711702.830427,5598224.738604,0.127130,0.651610,0.00017339
3761,-6,4297417,3200338092.592376,713203.341949,5602684.332691,0.127297,0.651581,0.00017329
3765,-6,4307777,3215150017.735011,715125.214328,5621048.519253,0.127223,0.652145,0.00017326
3767,-8,4311385,3217864576.611374,716126.004459,5624072.425958,0.127332,0.651950,0.00017311
3769,-9,4316399,3231742512.267304,716671.563009,5644761.214801,0.126962,0.653589,0.00017346
3779,-6,4339131,3252639634.093808,717909.879784,5666490.460379,0.126694,0.652668,0.00017275
3783,-7,4349137,3271087333.419490,721905.804885,5691534.344367,0.126839,0.654045,0.00017294
3793,-7,4371369,3273102683.757870,726963.675548,5681052.631245,0.127963,0.649521,0.00017129
3797,-8,4380269,3287663969.755304,727726.739883,5700736.683126,0.127655,0.650447,0.00017135
3801,-8,4390405,3303690881.144658,730474.595897,5721321.040854,0.127676,0.651289,0.00017139
3803,-8,4394465,3311270658.329604,730011.369404,5732164.033151,0.127354,0.651921,0.00017147
3813,-6,4418399,3336185787.222986,733384.141289,5759111.518721,0.127343,0.651438,0.00017089
3815,-6,4422705,3343648485.330867,732713.435071,5769398.625351,0.127000,0.651967,0.00017094
3819,-7,4431809,3346692085.550059,735527.022100,5768829.098532,0.127500,0.650563,0.00017039
3821,-8,4435705,3351326498.119936,736224.265231,5774766.243880,0.127490,0.650661,0.00017033
3823,-9,4440533,3369032573.880512,738179.236633,5801998.959406,0.127228,0.653019,0.00017086
3833,-7,4464175,3383547338.906523,740075.086095,5811294.689212,0.127351,0.650602,0.00016978
3835,-8,4469267,3398500745.076845,741870.221925,5833368.533644,0.127177,0.652329,0.00017014
3847,-8,4496359,3407828495.127263,746012.538800,5832325.121529,0.127910,0.648284,0.00016856
3851,-8,4505697,3422015023.064337,749249.087940,5850542.804561,0.128065,0.648961,0.00016856
3853,-9,4510819,3438875964.176677,750338.580650,5875742.803867,0.127701,0.651016,0.00016901
3855,-11,4516511,3458568662.306319,750118.896834,5905005.288687,0.127031,0.653434,0.00016955
3857,-12,4520479,3462519795.976025,750058.858505,5909626.295943,0.126922,0.653372,0.00016944
3863,-12,4534029,3469630469.103221,751202.875269,5913248.319520,0.127037,0.651819,0.00016878
3877,-9,4566771,3496889898.134704,759293.960803,5938417.814734,0.127861,0.649901,0.00016767
3881,-11,4576419,3516220174.348760,761340.805289,5964802.472507,0.127639,0.651413,0.00016789
3889,-12,4595355,3537632484.638698,765312.590459,5988714.111936,0.127792,0.651330,0.00016752
3895,-11,4609851,3553551657.302494,765885.442855,6005996.516043,0.127520,0.651156,0.00016722
3905,-7,4633753,3562526579.413787,768343.648560,6005483.093050,0.127940,0.647742,0.00016592
3907,-8,4637633,3566038831.612526,771684.663519,6009450.698103,0.128412,0.647628,0.00016580
3911,-7,4647503,3581536455.765095,771772.717852,6028914.162139,0.128012,0.648346,0.00016582
3913,-8,4652709,3594665465.445482,773236.704647,6047334.191043,0.127864,0.649599,0.00016605
3917,-10,4661345,3605425145.994054,775692.724846,6060386.218423,0.127994,0.649795,0.00016593
3919,-12,4666565,3627132945.248115,773173.010226,6093163.870685,0.126892,0.652579,0.00016656
3923,-13,4676311,3651440183.939335,775657.358149,6127459.810684,0.126587,0.654885,0.00016698
3929,-14,4690329,3677815242.770186,778411.126780,6162683.895382,0.126310,0.656681,0.00016718
3931,-14,4695297,3693779668.811491,780058.635116,6186032.249975,0.126100,0.658472,0.00016755
3939,-15,4715231,3727562938.930814,783034.109036,6228866.671883,0.125711,0.660229,0.00016766
3943,-15,4723867,3728453810.394862,784031.014800,6225279.998481,0.125943,0.658643,0.00016708
3945,-16,4729601,3747190335.855899,786563.156255,6252147.161023,0.125807,0.660684,0.00016752
3947,-16,4733669,3746471545.209975,785908.362834,6248742.163125,0.125771,0.659757,0.00016720
3955,-16,4753359,3768784587.618048,788550.584304,6272605.183770,0.125713,0.659533,0.00016680
3965,-13,4777309,3784964918.915502,793082.375202,6283799.352843,0.126211,0.657399,0.00016584
3967,-15,4781509,3798159759.661120,793867.523696,6303344.313211,0.125944,0.658864,0.00016613
3989,-10,4834893,3824872511.319728,800652.467143,6312397.168107,0.126838,0.652527,0.00016362
3995,-10,4849825,3852358796.618219,803776.151783,6347716.307140,0.126624,0.654158,0.00016379
3999,-9,4859483,3853341534.983618,805294.800047,6343060.255044,0.126957,0.652379,0.00016318
4001,-10,4863603,3854973543.625548,808939.579828,6343542.065034,0.127522,0.651876,0.00016297
4003,-10,4868835,3867288726.449369,807810.000703,6360145.782296,0.127011,0.652880,0.00016314
4007,-10,4878391,3885508598.399766,809083.202435,6383964.861355,0.126737,0.654042,0.00016327
4011,-11,4889105,3905760829.358356,811864.806563,6409567.347384,0.126665,0.655226,0.00016340
4013,-12,4893241,3908516213.908267,812704.626053,6411863.022255,0.126750,0.654907,0.00016324
4015,-13,4898585,3923923239.287909,813395.544322,6433319.448220,0.126435,0.656382,0.00016352
4017,-14,4903465,3932214458.192662,813732.081221,6443704.643698,0.126283,0.656787,0.00016354
4019,-15,4907593,3932614531.885281,814878.249120,6442145.335250,0.126492,0.656076,0.00016328
4021,-16,4912667,3953064564.488329,817398.590908,6472175.470217,0.126294,0.658454,0.00016379
4027,-15,4927209,3965910106.425296,819099.953744,6483701.937319,0.126332,0.657680,0.00016336
4029,-16,4933107,3990003809.427675,819085.327843,6518527.501133,0.125655,0.660422,0.00016396
4035,-13,4947963,3984160031.238559,822019.866584,6499100.028701,0.126482,0.656477,0.00016274
4047,-12,4976731,3987372475.525195,825996.588800,6485971.184739,0.127351,0.651365,0.00016099
4049,-13,4981011,3992892190.341763,826596.874247,6492575.665578,0.127314,0.651468,0.00016094
4051,-14,4986139,4012450562.673618,830642.488236,6520887.001586,0.127382,0.653636,0.00016139
4053,-15,4992213,4033245149.795177,828522.637180,6549937.569607,0.126493,0.655749,0.00016183
4057,-14,5001031,4038282779.503754,831646.181399,6553015.575386,0.126910,0.654901,0.00016146
4065,-13,5021935,4058305725.127505,834704.522894,6571024.088183,0.127028,0.653968,0.00016092
4071,-13,5035975,4073888395.312950,837086.958694,6587572.780543,0.127071,0.653787,0.00016064
4073,-14,5040559,4081826523.649489,836298.787228,6597645.735658,0.126757,0.654192,0.00016066
4079,-13,5055797,4094423679.698443,837420.007833,6607778.627321,0.126732,0.653222,0.00016018
4081,-14,5060899,4112195350.256541,842597.569638,6633019.146398,0.127031,0.655056,0.00016055
4085,-15,5070651,4122250022.213069,841535.888614,6642953.268030,0.126681,0.654776,0.00016033
4089,-15,5080719,4126457192.752414,845251.650598,6643053.266350,0.127238,0.653488,0.00015986
4091,-17,5084927,4138647629.044378,844040.075756,6660420.629481,0.126725,0.654655,0.00016006
4093,-18,5090217,4163139160.295083,846405.856017,6696143.935269,0.126402,0.657482,0.00016068
4099,-20,5105225,4201644563.909659,846982.347033,6748086.544259,0.125514,0.660635,0.00016121
4111,-16,5134895,4203853694.878859,853641.788090,6732271.381415,0.126798,0.655279,0.00015944
4123,-14,5165425,4224663839.760991,858971.976389,6745238.792063,0.127345,0.652662,0.00015834
4127,-14,5174787,4235715235.892207,858537.988936,6757197.285489,0.127055,0.652636,0.00015818
4129,-15,5180257,4256279444.190349,860955.467969,6786119.697112,0.126870,0.654737,0.00015861
4133,-15,5190433,4273125275.473321,862212.440412,6806207.363829,0.126680,0.655388,0.00015861
4137,-14,5200957,4289360213.560611,864437.744558,6824839.321805,0.126661,0.655853,0.00015857
4139,-14,5205377,4298404913.004985,862099.697788,6836726.451697,0.126098,0.656438,0.00015864
4147,-14,5225695,4325572468.299734,866773.766274,6866431.235415,0.126234,0.656727,0.00015840
4153,-14,5240303,4330205390.552372,871365.083512,6864540.219389,0.126937,0.654716,0.00015769
4155,-16,5246435,4357710642.048189,871805.430743,6903391.099541,0.126287,0.657652,0.00015832
4157,-17,5250719,4369592827.417406,870436.750153,6919896.006026,0.125788,0.658687,0.00015849
4159,-18,5255955,4390919240.249900,872961.074494,6950083.840724,0.125604,0.660901,0.00015895
4161,-19,5261649,4415072087.384255,875732.805998,6984107.257954,0.125389,0.663418,0.00015948
4173,-14,5291979,4405141555.407561,879218.329500,6948438.357285,0.126535,0.656248,0.00015730
4177,-14,5301273,4414239554.797231,882614.357886,6957243.999278,0.126863,0.655928,0.00015707
4179,-14,5307537,4436274984.222758,880125.819427,6987064.622173,0.125965,0.657962,0.00015748
4191,-10,5337725,4440806833.596418,886081.611504,6974613.219584,0.127044,0.653076,0.00015587
4199,-7,5357647,4447993143.346186,886156.617577,6973206.980769,0.127080,0.650517,0.00015496
4201,-8,5362063,4452227263.949488,894614.653594,6977418.180103,0.128216,0.650373,0.00015485
4209,-10,5383403,4491763126.562410,893739.569723,7024822.946808,0.127226,0.652197,0.00015499
4211,-12,5387723,4501131254.281139,893617.940416,7037171.848380,0.126985,0.652820,0.00015506
4215,-12,5398813,4520371901.270701,896757.778027,7059433.769636,0.127030,0.653540,0.00015509
4217,-13,5402973,4531699177.960567,898268.717574,7075029.953904,0.126963,0.654480,0.00015524
4219,-13,5408485,4543414142.047091,899248.240731,7089450.654984,0.126843,0.655145,0.00015532
4229,-10,5434077,4552919049.345769,901082.322875,7087580.982178,0.127135,0.651889,0.00015418
4231,-11,5439409,4576638074.108527,903653.042010,7120886.281523,0.126902,0.654310,0.00015468
4233,-12,5445663,4597467613.387817,904895.370492,7148456.696432,0.126586,0.656089,0.00015503
4241,-14,5464763,4614252572.332121,908319.452065,7162989.769711,0.126807,0.655126,0.00015451
4243,-14,5470203,4628147615.315967,909439.964901,7180799.129423,0.126649,0.656101,0.00015467
4245,-15,5476565,4652964356.651532,908975.071528,7214314.868175,0.125996,0.658398,0.00015514
4251,-15,5491449,4662502861.490208,913019.105053,7219699.254079,0.126462,0.657104,0.00015461
4253,-16,5496165,4680241616.986557,912449.048657,7244354.973750,0.125953,0.658782,0.00015493
4255,-18,5501833,4712699344.203620,912440.005079,7290506.079390,0.125155,0.662296,0.00015569
4259,-18,5511377,4712568307.714233,914778.011755,7284519.723909,0.125578,0.660607,0.00015514
4261,-19,5516755,4735717265.506671,917675.496083,7316599.965976,0.125424,0.662869,0.00015560
4271,-15,5542433,4739444063.166402,920913.735372,7305535.964584,0.126057,0.658801,0.00015429
4273,-16,5548111,4765107657.453788,922916.469291,7341012.859004,0.125721,0.661323,0.00015480
4277,-16,5558815,4796597586.702118,922733.482799,7382199.198080,0.124994,0.663753,0.00015523
4283,-13,5574015,4795938460.569812,923563.937953,7371381.857643,0.125290,0.660973,0.00015436
4289,-11,5589983,4814744083.394070,927177.738889,7389482.621998,0.125473,0.660704,0.00015408
4297,-12,5610599,4848096148.021999,932398.953829,7427155.198179,0.125539,0.661633,0.00015401
4301,-13,5621275,4867326905.660951,934241.048900,7449381.401060,0.125412,0.662353,0.00015404
4323,-6,5679379,4868630638.167267,943834.963519,7412862.628024,0.127324,0.652364,0.00015094
4327,-6,5688667,4874004400.259693,946747.161317,7415783.049542,0.127667,0.651555,0.00015061
4337,-7,5715045,4895189067.001459,949482.141005,7430769.729519,0.127777,0.649859,0.00014988
4339,-8,5720821,4913108272.909853,949006.234981,7453875.712027,0.127317,0.651222,0.00015012
4345,-8,5737123,4939285784.541979,953780.150579,7482628.665098,0.127466,0.651877,0.00015006
4349,-10,5746871,4949541244.240710,953853.162488,7492336.758664,0.127311,0.651616,0.00014987
4355,-10,5763251,4971069288.321510,956018.074370,7513888.067762,0.127233,0.651633,0.00014966
4357,-11,5767739,4977385565.619370,960131.084577,7521033.402357,0.127659,0.651745,0.00014962
4363,-11,5784053,5007063754.380895,960547.562221,7554926.498277,0.127142,0.652836,0.00014966
4371,-10,5805779,5025176985.759435,965640.459636,7567731.415182,0.127600,0.651496,0.00014908
4373,-11,5810723,5037293205.223128,964553.967293,7582991.302758,0.127200,0.652254,0.00014919
4391,-8,5858173,5086659375.920468,972072.845351,7626542.150691,0.127459,0.650688,0.00014822
4395,-8,5870211,5108810719.577753,975093.974178,7651008.043765,0.127446,0.651437,0.00014826
4397,-9,5874419,5108545505.505034,975593.414007,7648609.579992,0.127552,0.650766,0.00014804
4403,-11,5891159,5140778937.522717,978132.874655,7685470.239118,0.127270,0.652045,0.00014812
4407,-10,5901801,5138872069.526894,979083.538801,7675732.205324,0.127556,0.650045,0.00014754
4409,-11,5906505,5151724227.085274,979896.416246,7692289.817553,0.127387,0.650928,0.00014767
4421,-7,5938625,5206734042.065405,987071.248202,7753420.634775,0.127308,0.652553,0.00014764
4423,-7,5944365,5218483288.778843,988064.268727,7766924.219901,0.127214,0.653059,0.00014768
4431,-6,5966859,5251195073.709867,991057.849043,7800227.799303,0.127055,0.653387,0.00014749
4433,-7,5971587,5256690781.082108,991674.102504,7805730.397215,0.127044,0.653330,0.00014741
4441,-8,5992383,5281982488.942353,997553.894802,7830170.575378,0.127399,0.653102,0.00014709
4445,-7,6004003,5292041184.734341,996312.794736,7836949.666729,0.127130,0.652402,0.00014681
4447,-8,6008323,5292998797.966066,999186.459146,7836256.284233,0.127508,0.651876,0.00014662
4451,-8,6019701,5313835172.249025,999957.486154,7859296.251766,0.127232,0.652557,0.00014664
4457,-9,6036183,5341667827.913224,1002504.714250,7889508.157858,0.127068,0.653277,0.00014661
4463,-11,6052511,5365217981.167789,1004351.884598,7913550.903186,0.126915,0.653500,0.00014646
4465,-12,6058413,5386177316.579036,1006740.608243,7940281.929411,0.126789,0.655069,0.00014674
4481,-5,6100847,5401655647.745442,1015510.235012,7936046.392110,0.127962,0.650167,0.00014513
4483,-6,6106803,5420791405.076413,1014814.459143,7959943.336057,0.127490,0.651488,0.00014536
4493,-5,6134293,5460551549.913864,1018921.226579,8000197.739498,0.127362,0.651849,0.00014511
4495,-5,6140057,5476670237.012412,1020733.466634,8019848.365770,0.127276,0.652837,0.00014527
4503,-3,6162099,5506356726.046558,1023605.787599,8048774.798559,0.127175,0.652849,0.00014501
4505,-4,6167155,5502832981.989793,1025397.978507,8040598.999216,0.127528,0.651651,0.00014468
4507,-6,6171983,5505611805.927553,1025598.198328,8041934.895615,0.127531,0.651249,0.00014453
4513,-5,6188549,5520322135.873207,1030075.427171,8052541.373974,0.127919,0.650363,0.00014414
4517,-6,6199493,5554083717.198375,1028912.633619,8094654.709557,0.127110,0.652610,0.00014451
4519,-7,6205509,5573415542.141956,1030496.848279,8118546.917336,0.126931,0.653902,0.00014473
4521,-8,6211819,5600385046.635209,1031762.196485,8153151.313995,0.126548,0.656023,0.00014514
4523,-8,6216267,5595739239.825730,1032350.611872,8144159.981474,0.126760,0.654830,0.00014481
4543,-3,6271659,5651009648.501179,1041452.147962,8188002.547632,0.127192,0.652542,0.00014367
4547,-3,6282051,5648174638.372743,1043549.925715,8177549.761963,0.127612,0.650631,0.00014312
4549,-4,6288109,5662337523.024504,1043978.932100,8193758.724762,0.127411,0.651293,0.00014320
4551,-5,6294097,5682589553.973762,1047238.634034,8218852.692472,0.127419,0.652666,0.00014344
4561,-4,6320961,5694565798.894896,1053213.492123,8219188.993533,0.128141,0.649919,0.00014253
4565,-4,6332553,5713092571.787569,1052548.684131,8238052.087063,0.127767,0.650218,0.00014247
4567,-6,6337353,5719700084.593756,1052100.570758,8244943.527694,0.127606,0.650269,0.00014242
4585,-3,6388515,5796537391.531631,1062306.890515,8321451.970171,0.127659,0.651049,0.00014203
4587,-3,6393927,5799064439.263354,1062110.619914,8321661.127079,0.127632,0.650514,0.00014185
4591,-3,6404223,5802872736.731959,1065694.476710,8320987.815268,0.128073,0.649416,0.00014148
4643,-3,6550175,6011627304.844685,1087382.103677,8523699.656489,0.127572,0.650416,0.00014012
4649,-3,6567305,6038214148.505403,1091102.017375,8550098.118389,0.127613,0.650729,0.00014000
4651,-4,6573153,6060236529.450240,1093313.542704,8577334.952697,0.127465,0.652221,0.00014026
4657,-6,6589583,6091440197.310925,1095703.772665,8611095.826363,0.127243,0.653156,0.00014028
4663,-6,6607195,6116310392.701963,1099232.129865,8634314.196849,0.127310,0.653172,0.00014011
4665,-7,6613937,6141400391.489028,1100304.701199,8664609.535802,0.126988,0.654796,0.00014039
4669,-6,6624597,6148544059.708282,1100978.546606,8668154.710244,0.127014,0.654010,0.00014010
4673,-8,6635557,6155976734.604154,1102788.740678,8671720.643602,0.127171,0.653198,0.00013981
4679,-6,6652315,6180151831.267470,1101776.985084,8694992.791706,0.126714,0.653302,0.00013965
4683,-5,6664985,6207660046.407348,1107230.003511,8724542.614512,0.126910,0.654276,0.00013974
4697,-3,6704097,6244085149.069348,1112907.595820,8750617.268197,0.127180,0.652404,0.00013893
